"Humidity"	"Date"	"DateTime"	"Time"	"D"	"M"	"Y"	"m"
95,99	2024-12-26	2024-12-26 16:29:30	16H 29M 30S	26	12	2024	29
95,99	2024-12-26	2024-12-26 16:29:30	16H 29M 30S	26	12	2024	29
95,39	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
95,39	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
95,39	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
96,22	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
96,22	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
96,22	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
95,49	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
95,49	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
95,49	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
96,08	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
96,08	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
96,08	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
95,14	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
95,14	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
95,14	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
95,71	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
95,71	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
95,71	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
96,75	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
96,75	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
96,75	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
95,74	2024-12-26	2024-12-26 18:29:45	18H 29M 45S	26	12	2024	29
95,74	2024-12-26	2024-12-26 18:29:45	18H 29M 45S	26	12	2024	29
95,72	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
95,72	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
95,72	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
95,72	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
96,97	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
96,97	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
95,65	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
95,65	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
95,65	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
97,12	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
97,12	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
97,12	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
95,46	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
95,46	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
95,46	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
97,21	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
97,21	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
97,21	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
97,25	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
97,25	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
97,25	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
95,62	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
95,62	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
95,62	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
97,29	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
97,29	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
97,29	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
95,6	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
95,6	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
95,6	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
97,29	2024-12-26	2024-12-26 21:59:28	21H 59M 28S	26	12	2024	59
97,29	2024-12-26	2024-12-26 21:59:28	21H 59M 28S	26	12	2024	59
96,39	2024-12-26	2024-12-26 22:29:28	22H 29M 28S	26	12	2024	29
96,39	2024-12-26	2024-12-26 22:29:28	22H 29M 28S	26	12	2024	29
95,59	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
95,59	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
95,59	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
97,16	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
97,16	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
97,16	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
97,36	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
97,36	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
97,36	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
95,84	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
95,84	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
95,84	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
97,55	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
97,55	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
97,55	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
95,95	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
95,95	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
95,95	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
91,96	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
91,96	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
91,96	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
87,97	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
87,97	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
87,97	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
91,98	2024-12-25	2024-12-25 01:59:41	1H 59M 41S	25	12	2024	59
91,98	2024-12-25	2024-12-25 01:59:41	1H 59M 41S	25	12	2024	59
87,91	2024-12-25	2024-12-25 01:59:56	1H 59M 56S	25	12	2024	59
87,91	2024-12-25	2024-12-25 01:59:56	1H 59M 56S	25	12	2024	59
92,04	2024-12-25	2024-12-25 02:29:41	2H 29M 41S	25	12	2024	29
92,04	2024-12-25	2024-12-25 02:29:41	2H 29M 41S	25	12	2024	29
88,07	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
88,07	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
88,07	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
92,07	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
92,07	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
92,07	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
88,01	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
88,01	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
88,01	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
92	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
92	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
92	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
87,9	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
87,9	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
87,9	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
91,89	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
91,89	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
91,89	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
87,79	2024-12-25	2024-12-25 03:59:56	3H 59M 56S	25	12	2024	59
87,79	2024-12-25	2024-12-25 03:59:56	3H 59M 56S	25	12	2024	59
91,91	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
91,91	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
91,91	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
87,76	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
87,76	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
87,76	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
91,87	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
91,87	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
91,87	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
87,82	2024-12-25	2024-12-25 04:59:55	4H 59M 55S	25	12	2024	59
87,82	2024-12-25	2024-12-25 04:59:55	4H 59M 55S	25	12	2024	59
91,9	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
91,9	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
91,9	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
87,86	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
87,86	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
87,86	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
91,78	2024-12-25	2024-12-25 05:59:40	5H 59M 40S	25	12	2024	59
91,78	2024-12-25	2024-12-25 05:59:40	5H 59M 40S	25	12	2024	59
87,9	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
87,9	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
87,9	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
88,64	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
88,64	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
88,64	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
87,25	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
87,25	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
87,25	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
89,62	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
89,62	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
89,62	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
87	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
87	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
87	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
89,24	2024-12-25	2024-12-25 07:29:39	7H 29M 39S	25	12	2024	29
89,24	2024-12-25	2024-12-25 07:29:39	7H 29M 39S	25	12	2024	29
86,61	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
86,61	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
86,61	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
88,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
88,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
88,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
86,09	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
86,09	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
86,09	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
86,34	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
86,34	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
86,34	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
84,96	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
84,96	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
84,96	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
84,07	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
84,07	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
84,07	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
83,62	2024-12-25	2024-12-25 08:59:54	8H 59M 54S	25	12	2024	59
83,62	2024-12-25	2024-12-25 08:59:54	8H 59M 54S	25	12	2024	59
80,53	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
80,53	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
80,53	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
80,85	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
80,85	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
80,85	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
75,77	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
75,77	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
75,77	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
77,54	2024-12-25	2024-12-25 09:59:54	9H 59M 54S	25	12	2024	59
77,54	2024-12-25	2024-12-25 09:59:54	9H 59M 54S	25	12	2024	59
72,22	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
72,22	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
72,22	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
74,78	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
74,78	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
74,78	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
71,67	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
71,67	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
71,67	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
74,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
74,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
74,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
68,72	2024-12-25	2024-12-25 11:29:38	11H 29M 38S	25	12	2024	29
68,72	2024-12-25	2024-12-25 11:29:38	11H 29M 38S	25	12	2024	29
71,55	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
71,55	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
71,55	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
66,11	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
66,11	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
66,11	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
69,52	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
69,52	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
69,52	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
66,11	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
66,11	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
66,11	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
65,74	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
65,74	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
65,74	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
67,78	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
67,78	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
67,78	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
63,15	2024-12-25	2024-12-25 12:59:38	12H 59M 38S	25	12	2024	59
63,15	2024-12-25	2024-12-25 12:59:38	12H 59M 38S	25	12	2024	59
66,51	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
66,51	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
66,51	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
64,22	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
64,22	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
64,22	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
67,05	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
67,05	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
67,05	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
60,34	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
60,34	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
60,34	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
63,69	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
63,69	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
63,69	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
63,69	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
63,69	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
63,69	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
57,23	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
57,23	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
57,23	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
61,16	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
61,16	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
61,16	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
59,89	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
59,89	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
59,89	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
63,14	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
63,14	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
63,14	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
64,32	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
64,32	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
64,32	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
66,63	2024-12-25	2024-12-25 15:29:52	15H 29M 52S	25	12	2024	29
66,63	2024-12-25	2024-12-25 15:29:52	15H 29M 52S	25	12	2024	29
68,23	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
68,23	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
68,23	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
70,2	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
70,2	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
70,2	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
71,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
71,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
71,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
72,43	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
72,43	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
72,43	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
73,18	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
73,18	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
73,18	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
74,78	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
74,78	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
74,78	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
84,58	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
84,58	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
84,58	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
84,86	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
84,86	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
84,86	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
89,01	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
89,01	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
89,01	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
89,54	2024-12-25	2024-12-25 17:59:52	17H 59M 52S	25	12	2024	59
89,54	2024-12-25	2024-12-25 17:59:52	17H 59M 52S	25	12	2024	59
90,94	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
90,94	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
90,94	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
90,86	2024-12-25	2024-12-25 18:29:52	18H 29M 52S	25	12	2024	29
90,86	2024-12-25	2024-12-25 18:29:52	18H 29M 52S	25	12	2024	29
91,85	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
91,85	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
91,85	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
91,3	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
91,3	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
91,3	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
92,52	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
92,52	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
92,52	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
91,91	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
91,91	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
91,91	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
93,27	2024-12-25	2024-12-25 19:59:36	19H 59M 36S	25	12	2024	59
93,27	2024-12-25	2024-12-25 19:59:36	19H 59M 36S	25	12	2024	59
92,34	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
92,34	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
92,34	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
93,63	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
93,63	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
93,63	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
92,65	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
92,65	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
92,65	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
93,95	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
93,95	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
93,95	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
93,03	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
93,03	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
93,03	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
94,26	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
94,26	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
94,26	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
93,08	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
93,08	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
93,08	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
94,35	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
94,35	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
94,35	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
93,26	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
93,26	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
93,26	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
94,6	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
94,6	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
94,6	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
93,4	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
93,4	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
93,4	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
94,84	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
94,84	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
94,84	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
93,74	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
93,74	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
93,74	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
