"Temperature"	"Pressure"	"Humidity"	"CO2.Concentration"	"Luminosity"	"UV.Intensity"	"UV.Index"	"Latitude"	"Longitude"	"Speed"	"Altitude"	"GNSS.Time"	"GNSS.Date"	"Date"	"Time"	"H"	"D"	"M"	"Y"	"m"	"DateTime"
21,4	NA	95,14	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	17H 29M 45S	17	26	12	2024	29	2024-12-26 17:29:45
21,4	NA	95,14	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	17H 29M 45S	17	26	12	2024	29	2024-12-26 17:29:45
NA	NA	NA	NA	0	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 37S	17	26	12	2024	59	2024-12-26 17:59:37
NA	NA	NA	NA	0	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 37S	17	26	12	2024	59	2024-12-26 17:59:37
NA	NA	NA	NA	0	2	0,03	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 37S	17	26	12	2024	59	2024-12-26 17:59:37
21,07	NA	95,71	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 45S	17	26	12	2024	59	2024-12-26 17:59:45
21,07	NA	95,71	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 45S	17	26	12	2024	59	2024-12-26 17:59:45
21,07	NA	95,71	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	17H 59M 45S	17	26	12	2024	59	2024-12-26 17:59:45
21,33	92,47	96,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 29S	18	26	12	2024	29	2024-12-26 18:29:29
21,33	92,47	96,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 29S	18	26	12	2024	29	2024-12-26 18:29:29
21,33	92,47	96,75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 29S	18	26	12	2024	29	2024-12-26 18:29:29
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 37S	18	26	12	2024	29	2024-12-26 18:29:37
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 37S	18	26	12	2024	29	2024-12-26 18:29:37
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 37S	18	26	12	2024	29	2024-12-26 18:29:37
20,96	NA	95,74	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 45S	18	26	12	2024	29	2024-12-26 18:29:45
20,96	NA	95,74	298	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 29M 45S	18	26	12	2024	29	2024-12-26 18:29:45
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	18H 59M 37S	18	26	12	2024	59	2024-12-26 18:59:37
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	18H 59M 37S	18	26	12	2024	59	2024-12-26 18:59:37
21,1	NA	95,72	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 59M 45S	18	26	12	2024	59	2024-12-26 18:59:45
21,1	NA	95,72	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 59M 45S	18	26	12	2024	59	2024-12-26 18:59:45
21,1	NA	95,72	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	18H 59M 45S	18	26	12	2024	59	2024-12-26 18:59:45
21,37	92,49	95,72	316	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 0M 51S	19	26	12	2024	0	2024-12-26 19:00:51
21,1	92,49	96,97	316	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 0M 51S	19	26	12	2024	0	2024-12-26 19:00:51
21,37	92,49	96,97	316	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 0M 51S	19	26	12	2024	0	2024-12-26 19:00:51
21,2	NA	95,65	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 29M 45S	19	26	12	2024	29	2024-12-26 19:29:45
21,2	NA	95,65	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 29M 45S	19	26	12	2024	29	2024-12-26 19:29:45
21,2	NA	95,65	323	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 29M 45S	19	26	12	2024	29	2024-12-26 19:29:45
21,6	92,52	97,12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 29S	19	26	12	2024	59	2024-12-26 19:59:29
21,6	92,52	97,12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 29S	19	26	12	2024	59	2024-12-26 19:59:29
21,6	92,52	97,12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 29S	19	26	12	2024	59	2024-12-26 19:59:29
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 37S	19	26	12	2024	59	2024-12-26 19:59:37
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 37S	19	26	12	2024	59	2024-12-26 19:59:37
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 37S	19	26	12	2024	59	2024-12-26 19:59:37
21,33	NA	95,46	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 44S	19	26	12	2024	59	2024-12-26 19:59:44
21,33	NA	95,46	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 44S	19	26	12	2024	59	2024-12-26 19:59:44
21,33	NA	95,46	322	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	19H 59M 44S	19	26	12	2024	59	2024-12-26 19:59:44
21,67	92,57	97,21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 29S	20	26	12	2024	29	2024-12-26 20:29:29
21,67	92,57	97,21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 29S	20	26	12	2024	29	2024-12-26 20:29:29
21,67	92,57	97,21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 29S	20	26	12	2024	29	2024-12-26 20:29:29
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 36S	20	26	12	2024	29	2024-12-26 20:29:36
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 36S	20	26	12	2024	29	2024-12-26 20:29:36
NA	NA	NA	NA	0	3	0,05	NA	NA	NA	NA	NA	NA	2024-12-26	20H 29M 36S	20	26	12	2024	29	2024-12-26 20:29:36
21,74	92,57	97,25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 29S	20	26	12	2024	59	2024-12-26 20:59:29
21,74	92,57	97,25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 29S	20	26	12	2024	59	2024-12-26 20:59:29
21,74	92,57	97,25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 29S	20	26	12	2024	59	2024-12-26 20:59:29
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 36S	20	26	12	2024	59	2024-12-26 20:59:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 36S	20	26	12	2024	59	2024-12-26 20:59:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 36S	20	26	12	2024	59	2024-12-26 20:59:36
21,48	NA	95,62	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 44S	20	26	12	2024	59	2024-12-26 20:59:44
21,48	NA	95,62	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 44S	20	26	12	2024	59	2024-12-26 20:59:44
21,48	NA	95,62	325	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	20H 59M 44S	20	26	12	2024	59	2024-12-26 20:59:44
21,83	92,59	97,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 28S	21	26	12	2024	29	2024-12-26 21:29:28
21,83	92,59	97,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 28S	21	26	12	2024	29	2024-12-26 21:29:28
21,83	92,59	97,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 28S	21	26	12	2024	29	2024-12-26 21:29:28
NA	NA	NA	NA	2	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 36S	21	26	12	2024	29	2024-12-26 21:29:36
NA	NA	NA	NA	2	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 36S	21	26	12	2024	29	2024-12-26 21:29:36
21,62	NA	95,6	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 44S	21	26	12	2024	29	2024-12-26 21:29:44
21,62	NA	95,6	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 44S	21	26	12	2024	29	2024-12-26 21:29:44
21,62	NA	95,6	335	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 29M 44S	21	26	12	2024	29	2024-12-26 21:29:44
21,91	92,63	97,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 59M 28S	21	26	12	2024	59	2024-12-26 21:59:28
21,91	92,63	97,29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	21H 59M 28S	21	26	12	2024	59	2024-12-26 21:59:28
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	21H 59M 36S	21	26	12	2024	59	2024-12-26 21:59:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	21H 59M 36S	21	26	12	2024	59	2024-12-26 21:59:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	21H 59M 36S	21	26	12	2024	59	2024-12-26 21:59:36
20,74	92,63	96,39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 28S	22	26	12	2024	29	2024-12-26 22:29:28
20,74	92,63	96,39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 28S	22	26	12	2024	29	2024-12-26 22:29:28
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 36S	22	26	12	2024	29	2024-12-26 22:29:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 36S	22	26	12	2024	29	2024-12-26 22:29:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 36S	22	26	12	2024	29	2024-12-26 22:29:36
20,32	NA	95,59	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 44S	22	26	12	2024	29	2024-12-26 22:29:44
20,32	NA	95,59	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 44S	22	26	12	2024	29	2024-12-26 22:29:44
20,32	NA	95,59	324	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 29M 44S	22	26	12	2024	29	2024-12-26 22:29:44
19,97	92,63	97,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 59M 28S	22	26	12	2024	59	2024-12-26 22:59:28
19,97	92,63	97,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 59M 28S	22	26	12	2024	59	2024-12-26 22:59:28
19,97	92,63	97,16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	22H 59M 28S	22	26	12	2024	59	2024-12-26 22:59:28
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	22H 59M 36S	22	26	12	2024	59	2024-12-26 22:59:36
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-26	22H 59M 36S	22	26	12	2024	59	2024-12-26 22:59:36
19,88	92,6	97,36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 28S	23	26	12	2024	29	2024-12-26 23:29:28
19,88	92,6	97,36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 28S	23	26	12	2024	29	2024-12-26 23:29:28
19,88	92,6	97,36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 28S	23	26	12	2024	29	2024-12-26 23:29:28
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 36S	23	26	12	2024	29	2024-12-26 23:29:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 36S	23	26	12	2024	29	2024-12-26 23:29:36
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 36S	23	26	12	2024	29	2024-12-26 23:29:36
19,52	NA	95,84	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 43S	23	26	12	2024	29	2024-12-26 23:29:43
19,52	NA	95,84	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 43S	23	26	12	2024	29	2024-12-26 23:29:43
19,52	NA	95,84	303	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 29M 43S	23	26	12	2024	29	2024-12-26 23:29:43
19,77	92,62	97,55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 28S	23	26	12	2024	59	2024-12-26 23:59:28
19,77	92,62	97,55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 28S	23	26	12	2024	59	2024-12-26 23:59:28
19,77	92,62	97,55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 28S	23	26	12	2024	59	2024-12-26 23:59:28
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 35S	23	26	12	2024	59	2024-12-26 23:59:35
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 35S	23	26	12	2024	59	2024-12-26 23:59:35
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 35S	23	26	12	2024	59	2024-12-26 23:59:35
19,39	NA	95,95	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 43S	23	26	12	2024	59	2024-12-26 23:59:43
19,39	NA	95,95	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 43S	23	26	12	2024	59	2024-12-26 23:59:43
19,39	NA	95,95	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-26	23H 59M 43S	23	26	12	2024	59	2024-12-26 23:59:43
21,49	92,91	92,05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	29M 41S	0	25	12	2024	29	NA
21,49	92,91	92,05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	29M 41S	0	25	12	2024	29	NA
21,49	92,91	92,05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	29M 41S	0	25	12	2024	29	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	29M 49S	0	25	12	2024	29	NA
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	29M 49S	0	25	12	2024	29	NA
21,41	NA	88,08	378	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	29M 49S	0	25	12	2024	29	NA
21,41	NA	88,08	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	29M 57S	0	25	12	2024	29	NA
21,41	NA	88,08	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	29M 57S	0	25	12	2024	29	NA
21,44	92,91	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 41S	0	25	12	2024	59	NA
21,44	92,91	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 41S	0	25	12	2024	59	NA
21,44	92,91	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 41S	0	25	12	2024	59	NA
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	59M 49S	0	25	12	2024	59	NA
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	59M 49S	0	25	12	2024	59	NA
NA	NA	NA	NA	2	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	59M 49S	0	25	12	2024	59	NA
21,35	NA	87,95	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 57S	0	25	12	2024	59	NA
21,35	NA	87,95	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 57S	0	25	12	2024	59	NA
21,35	NA	87,95	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	59M 57S	0	25	12	2024	59	NA
21,38	92,85	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 41S	1	25	12	2024	29	2024-12-25 01:29:41
21,38	92,85	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 41S	1	25	12	2024	29	2024-12-25 01:29:41
21,38	92,85	91,96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 41S	1	25	12	2024	29	2024-12-25 01:29:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 49S	1	25	12	2024	29	2024-12-25 01:29:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 49S	1	25	12	2024	29	2024-12-25 01:29:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 49S	1	25	12	2024	29	2024-12-25 01:29:49
21,31	NA	87,97	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 56S	1	25	12	2024	29	2024-12-25 01:29:56
21,31	NA	87,97	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 56S	1	25	12	2024	29	2024-12-25 01:29:56
21,31	NA	87,97	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 29M 56S	1	25	12	2024	29	2024-12-25 01:29:56
21,37	92,82	91,98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 41S	1	25	12	2024	59	2024-12-25 01:59:41
21,37	92,82	91,98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 41S	1	25	12	2024	59	2024-12-25 01:59:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 49S	1	25	12	2024	59	2024-12-25 01:59:49
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 49S	1	25	12	2024	59	2024-12-25 01:59:49
21,28	NA	87,91	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 56S	1	25	12	2024	59	2024-12-25 01:59:56
21,28	NA	87,91	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	1H 59M 56S	1	25	12	2024	59	2024-12-25 01:59:56
21,4	92,8	92,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 41S	2	25	12	2024	29	2024-12-25 02:29:41
21,4	92,8	92,04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 41S	2	25	12	2024	29	2024-12-25 02:29:41
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 48S	2	25	12	2024	29	2024-12-25 02:29:48
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 48S	2	25	12	2024	29	2024-12-25 02:29:48
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 48S	2	25	12	2024	29	2024-12-25 02:29:48
21,28	NA	88,07	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 56S	2	25	12	2024	29	2024-12-25 02:29:56
21,28	NA	88,07	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 56S	2	25	12	2024	29	2024-12-25 02:29:56
21,28	NA	88,07	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 29M 56S	2	25	12	2024	29	2024-12-25 02:29:56
21,47	92,75	92,07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 41S	2	25	12	2024	59	2024-12-25 02:59:41
21,47	92,75	92,07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 41S	2	25	12	2024	59	2024-12-25 02:59:41
21,47	92,75	92,07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 41S	2	25	12	2024	59	2024-12-25 02:59:41
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 48S	2	25	12	2024	59	2024-12-25 02:59:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 48S	2	25	12	2024	59	2024-12-25 02:59:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 48S	2	25	12	2024	59	2024-12-25 02:59:48
21,41	NA	88,01	389	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 56S	2	25	12	2024	59	2024-12-25 02:59:56
21,41	NA	88,01	389	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 56S	2	25	12	2024	59	2024-12-25 02:59:56
21,41	NA	88,01	389	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	2H 59M 56S	2	25	12	2024	59	2024-12-25 02:59:56
21,44	92,73	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 40S	3	25	12	2024	29	2024-12-25 03:29:40
21,44	92,73	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 40S	3	25	12	2024	29	2024-12-25 03:29:40
21,44	92,73	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 40S	3	25	12	2024	29	2024-12-25 03:29:40
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 48S	3	25	12	2024	29	2024-12-25 03:29:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 48S	3	25	12	2024	29	2024-12-25 03:29:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 48S	3	25	12	2024	29	2024-12-25 03:29:48
21,38	NA	87,9	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 56S	3	25	12	2024	29	2024-12-25 03:29:56
21,38	NA	87,9	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 56S	3	25	12	2024	29	2024-12-25 03:29:56
21,38	NA	87,9	368	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 29M 56S	3	25	12	2024	29	2024-12-25 03:29:56
21,38	92,7	91,89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 40S	3	25	12	2024	59	2024-12-25 03:59:40
21,38	92,7	91,89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 40S	3	25	12	2024	59	2024-12-25 03:59:40
21,38	92,7	91,89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 40S	3	25	12	2024	59	2024-12-25 03:59:40
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 48S	3	25	12	2024	59	2024-12-25 03:59:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 48S	3	25	12	2024	59	2024-12-25 03:59:48
NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 48S	3	25	12	2024	59	2024-12-25 03:59:48
21,28	NA	87,79	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 56S	3	25	12	2024	59	2024-12-25 03:59:56
21,28	NA	87,79	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	3H 59M 56S	3	25	12	2024	59	2024-12-25 03:59:56
21,36	92,7	91,91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 40S	4	25	12	2024	29	2024-12-25 04:29:40
21,36	92,7	91,91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 40S	4	25	12	2024	29	2024-12-25 04:29:40
21,36	92,7	91,91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 40S	4	25	12	2024	29	2024-12-25 04:29:40
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 48S	4	25	12	2024	29	2024-12-25 04:29:48
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 48S	4	25	12	2024	29	2024-12-25 04:29:48
NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 48S	4	25	12	2024	29	2024-12-25 04:29:48
21,3	NA	87,76	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 56S	4	25	12	2024	29	2024-12-25 04:29:56
21,3	NA	87,76	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 56S	4	25	12	2024	29	2024-12-25 04:29:56
21,3	NA	87,76	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 29M 56S	4	25	12	2024	29	2024-12-25 04:29:56
21,22	92,69	91,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 40S	4	25	12	2024	59	2024-12-25 04:59:40
21,22	92,69	91,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 40S	4	25	12	2024	59	2024-12-25 04:59:40
21,22	92,69	91,87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 40S	4	25	12	2024	59	2024-12-25 04:59:40
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 48S	4	25	12	2024	59	2024-12-25 04:59:48
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 48S	4	25	12	2024	59	2024-12-25 04:59:48
NA	NA	NA	NA	0	1	0,01	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 48S	4	25	12	2024	59	2024-12-25 04:59:48
21,13	NA	87,82	377	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-12-25	4H 59M 55S	4	25	12	2024	59	2024-12-25 04:59:55
