"Temperature"	"Date"	"DateTime"	"Time"	"D"	"M"	"Y"	"m"
22,91	2024-12-26	2024-12-26 16:29:30	16H 29M 30S	26	12	2024	29
22,91	2024-12-26	2024-12-26 16:29:30	16H 29M 30S	26	12	2024	29
22,34	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
22,34	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
22,34	2024-12-26	2024-12-26 16:29:46	16H 29M 46S	26	12	2024	29
22,88	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
22,88	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
22,88	2024-12-26	2024-12-26 16:59:30	16H 59M 30S	26	12	2024	59
22,43	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
22,43	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
22,43	2024-12-26	2024-12-26 16:59:45	16H 59M 45S	26	12	2024	59
22,02	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
22,02	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
22,02	2024-12-26	2024-12-26 17:29:30	17H 29M 30S	26	12	2024	29
21,4	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
21,4	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
21,4	2024-12-26	2024-12-26 17:29:45	17H 29M 45S	26	12	2024	29
21,07	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
21,07	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
21,07	2024-12-26	2024-12-26 17:59:45	17H 59M 45S	26	12	2024	59
21,33	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
21,33	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
21,33	2024-12-26	2024-12-26 18:29:29	18H 29M 29S	26	12	2024	29
20,96	2024-12-26	2024-12-26 18:29:45	18H 29M 45S	26	12	2024	29
20,96	2024-12-26	2024-12-26 18:29:45	18H 29M 45S	26	12	2024	29
21,1	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
21,1	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
21,1	2024-12-26	2024-12-26 18:59:45	18H 59M 45S	26	12	2024	59
21,37	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
21,1	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
21,37	2024-12-26	2024-12-26 19:00:51	19H 0M 51S	26	12	2024	0
21,2	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
21,2	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
21,2	2024-12-26	2024-12-26 19:29:45	19H 29M 45S	26	12	2024	29
21,6	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
21,6	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
21,6	2024-12-26	2024-12-26 19:59:29	19H 59M 29S	26	12	2024	59
21,33	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
21,33	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
21,33	2024-12-26	2024-12-26 19:59:44	19H 59M 44S	26	12	2024	59
21,67	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
21,67	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
21,67	2024-12-26	2024-12-26 20:29:29	20H 29M 29S	26	12	2024	29
21,74	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
21,74	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
21,74	2024-12-26	2024-12-26 20:59:29	20H 59M 29S	26	12	2024	59
21,48	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
21,48	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
21,48	2024-12-26	2024-12-26 20:59:44	20H 59M 44S	26	12	2024	59
21,83	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
21,83	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
21,83	2024-12-26	2024-12-26 21:29:28	21H 29M 28S	26	12	2024	29
21,62	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
21,62	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
21,62	2024-12-26	2024-12-26 21:29:44	21H 29M 44S	26	12	2024	29
21,91	2024-12-26	2024-12-26 21:59:28	21H 59M 28S	26	12	2024	59
21,91	2024-12-26	2024-12-26 21:59:28	21H 59M 28S	26	12	2024	59
20,74	2024-12-26	2024-12-26 22:29:28	22H 29M 28S	26	12	2024	29
20,74	2024-12-26	2024-12-26 22:29:28	22H 29M 28S	26	12	2024	29
20,32	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
20,32	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
20,32	2024-12-26	2024-12-26 22:29:44	22H 29M 44S	26	12	2024	29
19,97	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
19,97	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
19,97	2024-12-26	2024-12-26 22:59:28	22H 59M 28S	26	12	2024	59
19,88	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
19,88	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
19,88	2024-12-26	2024-12-26 23:29:28	23H 29M 28S	26	12	2024	29
19,52	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
19,52	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
19,52	2024-12-26	2024-12-26 23:29:43	23H 29M 43S	26	12	2024	29
19,77	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
19,77	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
19,77	2024-12-26	2024-12-26 23:59:28	23H 59M 28S	26	12	2024	59
19,39	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
19,39	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
19,39	2024-12-26	2024-12-26 23:59:43	23H 59M 43S	26	12	2024	59
21,38	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
21,38	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
21,38	2024-12-25	2024-12-25 01:29:41	1H 29M 41S	25	12	2024	29
21,31	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
21,31	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
21,31	2024-12-25	2024-12-25 01:29:56	1H 29M 56S	25	12	2024	29
21,37	2024-12-25	2024-12-25 01:59:41	1H 59M 41S	25	12	2024	59
21,37	2024-12-25	2024-12-25 01:59:41	1H 59M 41S	25	12	2024	59
21,28	2024-12-25	2024-12-25 01:59:56	1H 59M 56S	25	12	2024	59
21,28	2024-12-25	2024-12-25 01:59:56	1H 59M 56S	25	12	2024	59
21,4	2024-12-25	2024-12-25 02:29:41	2H 29M 41S	25	12	2024	29
21,4	2024-12-25	2024-12-25 02:29:41	2H 29M 41S	25	12	2024	29
21,28	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
21,28	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
21,28	2024-12-25	2024-12-25 02:29:56	2H 29M 56S	25	12	2024	29
21,47	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
21,47	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
21,47	2024-12-25	2024-12-25 02:59:41	2H 59M 41S	25	12	2024	59
21,41	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
21,41	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
21,41	2024-12-25	2024-12-25 02:59:56	2H 59M 56S	25	12	2024	59
21,44	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
21,44	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
21,44	2024-12-25	2024-12-25 03:29:40	3H 29M 40S	25	12	2024	29
21,38	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
21,38	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
21,38	2024-12-25	2024-12-25 03:29:56	3H 29M 56S	25	12	2024	29
21,38	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
21,38	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
21,38	2024-12-25	2024-12-25 03:59:40	3H 59M 40S	25	12	2024	59
21,28	2024-12-25	2024-12-25 03:59:56	3H 59M 56S	25	12	2024	59
21,28	2024-12-25	2024-12-25 03:59:56	3H 59M 56S	25	12	2024	59
21,36	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
21,36	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
21,36	2024-12-25	2024-12-25 04:29:40	4H 29M 40S	25	12	2024	29
21,3	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
21,3	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
21,3	2024-12-25	2024-12-25 04:29:56	4H 29M 56S	25	12	2024	29
21,22	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
21,22	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
21,22	2024-12-25	2024-12-25 04:59:40	4H 59M 40S	25	12	2024	59
21,13	2024-12-25	2024-12-25 04:59:55	4H 59M 55S	25	12	2024	59
21,13	2024-12-25	2024-12-25 04:59:55	4H 59M 55S	25	12	2024	59
21,1	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
21,1	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
21,1	2024-12-25	2024-12-25 05:29:40	5H 29M 40S	25	12	2024	29
21,03	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
21,03	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
21,03	2024-12-25	2024-12-25 05:29:55	5H 29M 55S	25	12	2024	29
21,22	2024-12-25	2024-12-25 05:59:40	5H 59M 40S	25	12	2024	59
21,22	2024-12-25	2024-12-25 05:59:40	5H 59M 40S	25	12	2024	59
21,11	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
21,11	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
21,11	2024-12-25	2024-12-25 05:59:55	5H 59M 55S	25	12	2024	59
23,14	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
23,14	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
23,14	2024-12-25	2024-12-25 06:29:40	6H 29M 40S	25	12	2024	29
22,62	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
22,62	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
22,62	2024-12-25	2024-12-25 06:29:55	6H 29M 55S	25	12	2024	29
22,45	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
22,45	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
22,45	2024-12-25	2024-12-25 06:59:39	6H 59M 39S	25	12	2024	59
22,24	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
22,24	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
22,24	2024-12-25	2024-12-25 06:59:55	6H 59M 55S	25	12	2024	59
22,78	2024-12-25	2024-12-25 07:29:39	7H 29M 39S	25	12	2024	29
22,78	2024-12-25	2024-12-25 07:29:39	7H 29M 39S	25	12	2024	29
22,64	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
22,64	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
22,64	2024-12-25	2024-12-25 07:29:55	7H 29M 55S	25	12	2024	29
23,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
23,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
23,25	2024-12-25	2024-12-25 07:59:39	7H 59M 39S	25	12	2024	59
23,05	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
23,05	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
23,05	2024-12-25	2024-12-25 07:59:55	7H 59M 55S	25	12	2024	59
23,83	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
23,83	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
23,83	2024-12-25	2024-12-25 08:29:39	8H 29M 39S	25	12	2024	29
23,66	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
23,66	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
23,66	2024-12-25	2024-12-25 08:29:54	8H 29M 54S	25	12	2024	29
24,81	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
24,81	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
24,81	2024-12-25	2024-12-25 08:59:39	8H 59M 39S	25	12	2024	59
24,62	2024-12-25	2024-12-25 08:59:54	8H 59M 54S	25	12	2024	59
24,62	2024-12-25	2024-12-25 08:59:54	8H 59M 54S	25	12	2024	59
26,25	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
26,25	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
26,25	2024-12-25	2024-12-25 09:29:39	9H 29M 39S	25	12	2024	29
26,07	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
26,07	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
26,07	2024-12-25	2024-12-25 09:29:54	9H 29M 54S	25	12	2024	29
27,25	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
27,25	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
27,25	2024-12-25	2024-12-25 09:59:39	9H 59M 39S	25	12	2024	59
27	2024-12-25	2024-12-25 09:59:54	9H 59M 54S	25	12	2024	59
27	2024-12-25	2024-12-25 09:59:54	9H 59M 54S	25	12	2024	59
28,01	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
28,01	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
28,01	2024-12-25	2024-12-25 10:29:38	10H 29M 38S	25	12	2024	29
27,7	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
27,7	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
27,7	2024-12-25	2024-12-25 10:29:54	10H 29M 54S	25	12	2024	29
28,21	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
28,21	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
28,21	2024-12-25	2024-12-25 10:59:38	10H 59M 38S	25	12	2024	59
28,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
28,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
28,01	2024-12-25	2024-12-25 10:59:54	10H 59M 54S	25	12	2024	59
28,89	2024-12-25	2024-12-25 11:29:38	11H 29M 38S	25	12	2024	29
28,89	2024-12-25	2024-12-25 11:29:38	11H 29M 38S	25	12	2024	29
28,7	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
28,7	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
28,7	2024-12-25	2024-12-25 11:29:54	11H 29M 54S	25	12	2024	29
28,51	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
28,51	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
28,51	2024-12-25	2024-12-25 11:59:38	11H 59M 38S	25	12	2024	59
28,21	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
28,21	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
28,21	2024-12-25	2024-12-25 11:59:54	11H 59M 54S	25	12	2024	59
28,51	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
28,51	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
28,51	2024-12-25	2024-12-25 12:00:52	12H 0M 52S	25	12	2024	0
29,26	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
29,26	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
29,26	2024-12-25	2024-12-25 12:29:38	12H 29M 38S	25	12	2024	29
29,41	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
29,41	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
29,41	2024-12-25	2024-12-25 12:29:53	12H 29M 53S	25	12	2024	29
29,38	2024-12-25	2024-12-25 12:59:38	12H 59M 38S	25	12	2024	59
29,38	2024-12-25	2024-12-25 12:59:38	12H 59M 38S	25	12	2024	59
29,24	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
29,24	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
29,24	2024-12-25	2024-12-25 12:59:53	12H 59M 53S	25	12	2024	59
28,66	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
28,66	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
28,66	2024-12-25	2024-12-25 13:29:38	13H 29M 38S	25	12	2024	29
28,57	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
28,57	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
28,57	2024-12-25	2024-12-25 13:29:53	13H 29M 53S	25	12	2024	29
30,09	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
30,09	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
30,09	2024-12-25	2024-12-25 13:59:37	13H 59M 37S	25	12	2024	59
29,96	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
29,96	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
29,96	2024-12-25	2024-12-25 13:59:53	13H 59M 53S	25	12	2024	59
29,96	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
29,96	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
29,96	2024-12-25	2024-12-25 14:08:15	14H 8M 15S	25	12	2024	8
30,99	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
30,99	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
30,99	2024-12-25	2024-12-25 14:29:37	14H 29M 37S	25	12	2024	29
30,87	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
30,87	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
30,87	2024-12-25	2024-12-25 14:29:53	14H 29M 53S	25	12	2024	29
29,9	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
29,9	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
29,9	2024-12-25	2024-12-25 14:59:37	14H 59M 37S	25	12	2024	59
29,84	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
29,84	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
29,84	2024-12-25	2024-12-25 14:59:53	14H 59M 53S	25	12	2024	59
28,31	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
28,31	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
28,31	2024-12-25	2024-12-25 15:29:37	15H 29M 37S	25	12	2024	29
28,27	2024-12-25	2024-12-25 15:29:52	15H 29M 52S	25	12	2024	29
28,27	2024-12-25	2024-12-25 15:29:52	15H 29M 52S	25	12	2024	29
27,06	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
27,06	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
27,06	2024-12-25	2024-12-25 15:59:37	15H 59M 37S	25	12	2024	59
26,9	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
26,9	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
26,9	2024-12-25	2024-12-25 15:59:52	15H 59M 52S	25	12	2024	59
26,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
26,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
26,08	2024-12-25	2024-12-25 16:29:37	16H 29M 37S	25	12	2024	29
25,92	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
25,92	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
25,92	2024-12-25	2024-12-25 16:29:52	16H 29M 52S	25	12	2024	29
24,69	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
24,69	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
24,69	2024-12-25	2024-12-25 16:59:37	16H 59M 37S	25	12	2024	59
24,22	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
24,22	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
24,22	2024-12-25	2024-12-25 16:59:52	16H 59M 52S	25	12	2024	59
22,78	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
22,78	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
22,78	2024-12-25	2024-12-25 17:29:36	17H 29M 36S	25	12	2024	29
22,19	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
22,19	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
22,19	2024-12-25	2024-12-25 17:29:52	17H 29M 52S	25	12	2024	29
21,43	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
21,43	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
21,43	2024-12-25	2024-12-25 17:59:36	17H 59M 36S	25	12	2024	59
21	2024-12-25	2024-12-25 17:59:52	17H 59M 52S	25	12	2024	59
21	2024-12-25	2024-12-25 17:59:52	17H 59M 52S	25	12	2024	59
21,44	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
21,44	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
21,44	2024-12-25	2024-12-25 18:29:36	18H 29M 36S	25	12	2024	29
21,03	2024-12-25	2024-12-25 18:29:52	18H 29M 52S	25	12	2024	29
21,03	2024-12-25	2024-12-25 18:29:52	18H 29M 52S	25	12	2024	29
21,53	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
21,53	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
21,53	2024-12-25	2024-12-25 18:59:36	18H 59M 36S	25	12	2024	59
21,14	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
21,14	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
21,14	2024-12-25	2024-12-25 18:59:51	18H 59M 51S	25	12	2024	59
21,37	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
21,37	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
21,37	2024-12-25	2024-12-25 19:29:36	19H 29M 36S	25	12	2024	29
21,03	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
21,03	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
21,03	2024-12-25	2024-12-25 19:29:51	19H 29M 51S	25	12	2024	29
21,35	2024-12-25	2024-12-25 19:59:36	19H 59M 36S	25	12	2024	59
21,35	2024-12-25	2024-12-25 19:59:36	19H 59M 36S	25	12	2024	59
21	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
21	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
21	2024-12-25	2024-12-25 19:59:51	19H 59M 51S	25	12	2024	59
21,44	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
21,44	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
21,44	2024-12-25	2024-12-25 20:29:36	20H 29M 36S	25	12	2024	29
21,08	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
21,08	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
21,08	2024-12-25	2024-12-25 20:29:51	20H 29M 51S	25	12	2024	29
21,42	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
21,42	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
21,42	2024-12-25	2024-12-25 20:59:35	20H 59M 35S	25	12	2024	59
21,04	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
21,04	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
21,04	2024-12-25	2024-12-25 20:59:51	20H 59M 51S	25	12	2024	59
21,69	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
21,69	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
21,69	2024-12-25	2024-12-25 21:29:35	21H 29M 35S	25	12	2024	29
21,4	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
21,4	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
21,4	2024-12-25	2024-12-25 21:29:51	21H 29M 51S	25	12	2024	29
21,77	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
21,77	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
21,77	2024-12-25	2024-12-25 21:59:35	21H 59M 35S	25	12	2024	59
21,42	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
21,42	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
21,42	2024-12-25	2024-12-25 21:59:51	21H 59M 51S	25	12	2024	59
21,68	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
21,68	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
21,68	2024-12-25	2024-12-25 22:29:35	22H 29M 35S	25	12	2024	29
21,3	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
21,3	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
21,3	2024-12-25	2024-12-25 22:29:50	22H 29M 50S	25	12	2024	29
21,58	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
21,58	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
21,58	2024-12-25	2024-12-25 22:59:35	22H 59M 35S	25	12	2024	59
21,2	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
21,2	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
21,2	2024-12-25	2024-12-25 22:59:50	22H 59M 50S	25	12	2024	59
